Mod:Item:MetaData, Localized Name
Forestry:slabs:24, 巨杉树台阶
Forestry:slabs:25, 重蚁树台阶
Forestry:slabs:26, 紫檀树台阶
Forestry:slabs:27, 黄檀树台阶
Forestry:slabs:28, 斑木树台阶
Forestry:fences:0, 落叶树栅栏
Forestry:fences:1, 柚树栅栏
Forestry:fences:2, 金合欢树栅栏
Forestry:fences:3, 酸橙树栅栏
Forestry:fences:4, 栗树栅栏
Forestry:fences:5, 崖豆树栅栏
Forestry:fences:6, 猴面包树栅栏
Forestry:fences:7, 红杉树栅栏
Forestry:fences:8, 木棉树栅栏
Forestry:fences:9, 乌檀树栅栏
Forestry:fences:10, 桃心树栅栏
Forestry:fences:11, 巴尔杉树栅栏
Forestry:fences:12, 柳树栅栏
Forestry:fences:13, 胡桃树栅栏
Forestry:fences:14, 绿樟树栅栏
Forestry:fences:15, 樱树栅栏
Forestry:fences:16, 高槿树栅栏
Forestry:fences:17, 白杨树栅栏
Forestry:fences:18, 棕榈树栅栏
Forestry:fences:19, 木瓜树栅栏
Forestry:fences:20, 松树栅栏
Forestry:fences:21, 李子树栅栏
Forestry:fences:22, 枫树栅栏
Forestry:fences:23, 柑橘树栅栏
Forestry:fences:24, 巨杉树栅栏
Forestry:fences:25, 重蚁树栅栏
Forestry:fences:26, 紫檀树栅栏
Forestry:fences:27, 黄檀树栅栏
Forestry:fences:28, 斑木树栅栏
Forestry:stairs:0, 落叶树楼梯
Forestry:stairs:1, 柚树楼梯
Forestry:stairs:2, 金合欢树楼梯
Forestry:stairs:3, 酸橙树楼梯
Forestry:stairs:4, 栗树楼梯
Forestry:stairs:5, 崖豆树楼梯
Forestry:stairs:6, 猴面包树楼梯
Forestry:stairs:7, 红杉树楼梯
Forestry:stairs:8, 木棉树楼梯
Forestry:stairs:9, 乌檀树楼梯
Forestry:stairs:10, 桃心树楼梯
Forestry:stairs:11, 巴尔杉树楼梯
Forestry:stairs:12, 柳树楼梯
Forestry:stairs:13, 胡桃树楼梯
Forestry:stairs:14, 绿樟树楼梯
Forestry:stairs:15, 樱树楼梯
Forestry:stairs:16, 高槿树楼梯
Forestry:stairs:17, 白杨树楼梯
Forestry:stairs:18, 棕榈树楼梯
Forestry:stairs:19, 木瓜树楼梯
Forestry:stairs:20, 松树楼梯
Forestry:stairs:21, 李子树楼梯
Forestry:stairs:22, 枫树楼梯
Forestry:stairs:23, 柑橘树楼梯
Forestry:stairs:24, 巨杉树楼梯
Forestry:stairs:25, 重蚁树楼梯
Forestry:stairs:26, 紫檀树楼梯
Forestry:stairs:27, 黄檀树楼梯
Forestry:stairs:28, 斑木树楼梯
Forestry:logsFireproof:0, 抗燃落叶树原木
Forestry:logsFireproof:1, 抗燃柚树原木
Forestry:logsFireproof:2, 抗燃金合欢树原木
Forestry:logsFireproof:3, 抗燃酸橙树原木
Forestry:logsFireproof:4, 抗燃栗树原木
Forestry:logsFireproof:5, 抗燃崖豆树原木
Forestry:logsFireproof:6, 抗燃猴面包树原木
Forestry:logsFireproof:7, 抗燃红杉树原木
Forestry:logsFireproof:8, 抗燃木棉树原木
Forestry:logsFireproof:9, 抗燃乌檀树原木
Forestry:logsFireproof:10, 抗燃桃心树原木
Forestry:logsFireproof:11, 抗燃巴尔杉树原木
Forestry:logsFireproof:12, 抗燃柳树原木
Forestry:logsFireproof:13, 抗燃胡桃树原木
Forestry:logsFireproof:14, 抗燃绿樟树原木
Forestry:logsFireproof:15, 抗燃樱树原木
Forestry:logsFireproof:16, 抗燃高槿树原木
Forestry:logsFireproof:17, 抗燃白杨树原木
Forestry:logsFireproof:18, 抗燃棕榈树原木
Forestry:logsFireproof:19, 抗燃木瓜树原木
Forestry:logsFireproof:20, 抗燃松树原木
Forestry:logsFireproof:21, 抗燃李子树原木
Forestry:logsFireproof:22, 抗燃枫树原木
Forestry:logsFireproof:23, 抗燃柑橘树原木
Forestry:logsFireproof:24, 抗燃巨杉树原木
Forestry:logsFireproof:25, 抗燃重蚁树原木
Forestry:logsFireproof:26, 抗燃紫檀树原木
Forestry:logsFireproof:27, 抗燃黄檀树原木
Forestry:logsFireproof:28, 抗燃斑木树原木
Forestry:planksFireproof:0, 抗燃落叶树木板
Forestry:planksFireproof:1, 抗燃柚树木板
Forestry:planksFireproof:2, 抗燃金合欢树木板
Forestry:planksFireproof:3, 抗燃酸橙树木板
Forestry:planksFireproof:4, 抗燃栗树木板
Forestry:planksFireproof:5, 抗燃崖豆树木板
Forestry:planksFireproof:6, 抗燃猴面包树木板
Forestry:planksFireproof:7, 抗燃红杉树木板
Forestry:planksFireproof:8, 抗燃木棉树木板
Forestry:planksFireproof:9, 抗燃乌檀树木板
Forestry:planksFireproof:10, 抗燃桃心树木板
Forestry:planksFireproof:11, 抗燃巴尔杉树木板
Forestry:planksFireproof:12, 抗燃柳树木板
Forestry:planksFireproof:13, 抗燃胡桃树木板
Forestry:planksFireproof:14, 抗燃绿樟树木板
Forestry:planksFireproof:15, 抗燃樱树木板
Forestry:planksFireproof:16, 抗燃高槿树木板
Forestry:planksFireproof:17, 抗燃白杨树木板
Forestry:planksFireproof:18, 抗燃棕榈树木板
Forestry:planksFireproof:19, 抗燃木瓜树木板
Forestry:planksFireproof:20, 抗燃松树木板
Forestry:planksFireproof:21, 抗燃李子树木板
Forestry:planksFireproof:22, 抗燃枫树木板
Forestry:planksFireproof:23, 抗燃柑橘树木板
Forestry:planksFireproof:24, 抗燃巨杉树木板
Forestry:planksFireproof:25, 抗燃重蚁树木板
Forestry:planksFireproof:26, 抗燃紫檀树木板
Forestry:planksFireproof:27, 抗燃黄檀树木板
Forestry:planksFireproof:28, 抗燃斑木树木板
Forestry:slabsFireproof:0, 抗燃落叶树台阶
Forestry:slabsFireproof:1, 抗燃柚树台阶
Forestry:slabsFireproof:2, 抗燃金合欢树台阶
Forestry:slabsFireproof:3, 抗燃酸橙树台阶
Forestry:slabsFireproof:4, 抗燃栗树台阶
Forestry:slabsFireproof:5, 抗燃崖豆树台阶
Forestry:slabsFireproof:6, 抗燃猴面包树台阶
Forestry:slabsFireproof:7, 抗燃红杉树台阶
Forestry:slabsFireproof:8, 抗燃木棉树台阶
Forestry:slabsFireproof:9, 抗燃乌檀树台阶
Forestry:slabsFireproof:10, 抗燃桃心树台阶
Forestry:slabsFireproof:11, 抗燃巴尔杉树台阶
Forestry:slabsFireproof:12, 抗燃柳树台阶
Forestry:slabsFireproof:13, 抗燃胡桃树台阶
Forestry:slabsFireproof:14, 抗燃绿樟树台阶
Forestry:slabsFireproof:15, 抗燃樱树台阶
Forestry:slabsFireproof:16, 抗燃高槿树台阶
Forestry:slabsFireproof:17, 抗燃白杨树台阶
Forestry:slabsFireproof:18, 抗燃棕榈树台阶
Forestry:slabsFireproof:19, 抗燃木瓜树台阶
Forestry:slabsFireproof:20, 抗燃松树台阶
Forestry:slabsFireproof:21, 抗燃李子树台阶
Forestry:slabsFireproof:22, 抗燃枫树台阶
Forestry:slabsFireproof:23, 抗燃柑橘树台阶
Forestry:slabsFireproof:24, 抗燃巨杉树台阶
Forestry:slabsFireproof:25, 抗燃重蚁树台阶
Forestry:slabsFireproof:26, 抗燃紫檀树台阶
Forestry:slabsFireproof:27, 抗燃黄檀树台阶
Forestry:slabsFireproof:28, 抗燃斑木树台阶
Forestry:fencesFireproof:0, 抗燃落叶树栅栏
Forestry:fencesFireproof:1, 抗燃柚树栅栏
Forestry:fencesFireproof:2, 抗燃金合欢树栅栏
Forestry:fencesFireproof:3, 抗燃酸橙树栅栏
Forestry:fencesFireproof:4, 抗燃栗树栅栏
Forestry:fencesFireproof:5, 抗燃崖豆树栅栏
Forestry:fencesFireproof:6, 抗燃猴面包树栅栏
Forestry:fencesFireproof:7, 抗燃红杉树栅栏
Forestry:fencesFireproof:8, 抗燃木棉树栅栏
Forestry:fencesFireproof:9, 抗燃乌檀树栅栏
Forestry:fencesFireproof:10, 抗燃桃心树栅栏
Forestry:fencesFireproof:11, 抗燃巴尔杉树栅栏
Forestry:fencesFireproof:12, 抗燃柳树栅栏
Forestry:fencesFireproof:13, 抗燃胡桃树栅栏
Forestry:fencesFireproof:14, 抗燃绿樟树栅栏
Forestry:fencesFireproof:15, 抗燃樱树栅栏
Forestry:fencesFireproof:16, 抗燃高槿树栅栏
Forestry:fencesFireproof:17, 抗燃白杨树栅栏
Forestry:fencesFireproof:18, 抗燃棕榈树栅栏
Forestry:fencesFireproof:19, 抗燃木瓜树栅栏
Forestry:fencesFireproof:20, 抗燃松树栅栏
Forestry:fencesFireproof:21, 抗燃李子树栅栏
Forestry:fencesFireproof:22, 抗燃枫树栅栏
Forestry:fencesFireproof:23, 抗燃柑橘树栅栏
Forestry:fencesFireproof:24, 抗燃巨杉树栅栏
Forestry:fencesFireproof:25, 抗燃重蚁树栅栏
Forestry:fencesFireproof:26, 抗燃紫檀树栅栏
Forestry:fencesFireproof:27, 抗燃黄檀树栅栏
Forestry:fencesFireproof:28, 抗燃斑木树栅栏
Forestry:stairsFireproof:0, 抗燃落叶树楼梯
Forestry:stairsFireproof:1, 抗燃柚树楼梯
Forestry:stairsFireproof:2, 抗燃金合欢树楼梯
Forestry:stairsFireproof:3, 抗燃酸橙树楼梯
Forestry:stairsFireproof:4, 抗燃栗树楼梯
Forestry:stairsFireproof:5, 抗燃崖豆树楼梯
Forestry:stairsFireproof:6, 抗燃猴面包树楼梯
Forestry:stairsFireproof:7, 抗燃红杉树楼梯
Forestry:stairsFireproof:8, 抗燃木棉树楼梯
Forestry:stairsFireproof:9, 抗燃乌檀树楼梯
Forestry:stairsFireproof:10, 抗燃桃心树楼梯
Forestry:stairsFireproof:11, 抗燃巴尔杉树楼梯
Forestry:stairsFireproof:12, 抗燃柳树楼梯
Forestry:stairsFireproof:13, 抗燃胡桃树楼梯
Forestry:stairsFireproof:14, 抗燃绿樟树楼梯
Forestry:stairsFireproof:15, 抗燃樱树楼梯
Forestry:stairsFireproof:16, 抗燃高槿树楼梯
Forestry:stairsFireproof:17, 抗燃白杨树楼梯
Forestry:stairsFireproof:18, 抗燃棕榈树楼梯
Forestry:stairsFireproof:19, 抗燃木瓜树楼梯
Forestry:stairsFireproof:20, 抗燃松树楼梯
Forestry:stairsFireproof:21, 抗燃李子树楼梯
Forestry:stairsFireproof:22, 抗燃枫树楼梯
Forestry:stairsFireproof:23, 抗燃柑橘树楼梯
Forestry:stairsFireproof:24, 抗燃巨杉树楼梯
Forestry:stairsFireproof:25, 抗燃重蚁树楼梯
Forestry:stairsFireproof:26, 抗燃紫檀树楼梯
Forestry:stairsFireproof:27, 抗燃黄檀树楼梯
Forestry:stairsFireproof:28, 抗燃斑木树楼梯
Forestry:saplingGE:0, 树苗
Forestry:pods:0, 豆荚
Forestry:arboriculture:0, 林业员箱子
Forestry:engine:0, 电动引擎
Forestry:engine:1, 泥炭引擎
Forestry:engine:2, 生物燃油引擎
Forestry:engine:3, 生物质引擎
Forestry:engine:4, 发条引擎
Forestry:factory:0, 装瓶机
Forestry:factory:1, 木工机
Forestry:factory:2, 离心机
Forestry:factory:3, 发酵机
Forestry:factory:4, 加湿器
Forestry:factory:5, 榨汁机
Forestry:factory:6, 蒸馏器
Forestry:factory:7, 造雨机
Forestry:factory2:0, 热电子加工台
Forestry:factory2:1, 集雨蓄水槽
Forestry:factory2:2, 工作台
Forestry:mushroom:0, 蘑菇
Forestry:mushroom:1, 蘑菇
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:0, 农场方块
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:2, 农场齿轮箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:3, 农场出货箱
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:4, 农场水阀
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:ffarm:5, 农场控制盒
Forestry:lepidopterology:0, 鳞翅目昆虫学家箱子
Forestry:mail:0, 信箱
Forestry:mail:1, 贸易站
Forestry:mail:2, 集邮箱
Calculator:reinforcedstoneBlock, 强化石头
Calculator:ReinforcedStoneStairs, Reinforced Stone Stairs
Calculator:ReinforcedStoneFence, Reinforced Stone Fence
Calculator:reinforcedstoneBrick, 强化石砖
Calculator:ReinforcedStoneBrickStairs, Reinforced Stone Brick Stairs
Calculator:ReinforcedStoneBrickFence, Reinforced Stone Brick Fence
Calculator:reinforceddirtBlock, 强化泥土
Calculator:ReinforcedDirtStairs, Reinforced Dirt Stairs
Calculator:ReinforcedDirtFence, Reinforced Dirt Fence
Calculator:reinforceddirtBrick, 强化土砖
Calculator:ReinforcedDirtBrickStairs, Reinforced Dirt Brick Stairs
Calculator:ReinforcedDirtBrickFence, Reinforced Dirt Brick Fence
Calculator:stablestoneBlock:0, 稳定石块
Calculator:stablestoneBlock:1, 橙色稳定石块
Calculator:stablestoneBlock:2, 品红色稳定石块
Calculator:stablestoneBlock:3, 淡蓝色稳定石块
Calculator:stablestoneBlock:4, 黄色稳定石块
Calculator:stablestoneBlock:5, 黄绿色稳定石块
Calculator:stablestoneBlock:6, 粉色稳定石块
Calculator:stablestoneBlock:7, 平滑稳定石块
Calculator:stablestoneBlock:8, 白色稳定石块
Calculator:stablestoneBlock:9, 青色稳定石块
Calculator:stablestoneBlock:10, 紫色稳定石块
Calculator:stablestoneBlock:11, 蓝色稳定石块
Calculator:stablestoneBlock:12, 棕色稳定石块
Calculator:stablestoneBlock:13, 绿色稳定石块
Calculator:stablestoneBlock:14, 红色稳定石块
Calculator:stablestoneBlock:15, 黑色稳定石块
Calculator:stablestonerimmedBlock:0, 灰色边框稳定石块
Calculator:stablestonerimmedBlock:1, 橙色边框稳定石块
Calculator:stablestonerimmedBlock:2, 品红色边框稳定石块
Calculator:stablestonerimmedBlock:3, 淡蓝色边框稳定石块
Calculator:stablestonerimmedBlock:4, 黄色边框稳定石块
Calculator:stablestonerimmedBlock:5, 黄绿色边框稳定石块
Calculator:stablestonerimmedBlock:6, 粉色边框稳定石块
Calculator:stablestonerimmedBlock:7, 平滑边框稳定石块
Calculator:stablestonerimmedBlock:8, 白色边框稳定石块
Calculator:stablestonerimmedBlock:9, 青色边框稳定石块
Calculator:stablestonerimmedBlock:10, 紫色边框稳定石块
Calculator:stablestonerimmedBlock:11, 蓝色边框稳定石块
Calculator:stablestonerimmedBlock:12, 棕色边框稳定石块
Calculator:stablestonerimmedBlock:13, 绿色边框稳定石块
Calculator:stablestonerimmedBlock:14, 红色边框稳定石块
Calculator:stablestonerimmedBlock:15, 黑色边框稳定石块
Calculator:stablestonerimmedblackBlock:0, 灰色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:1, 橙色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:2, 品红色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:3, 淡蓝色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:4, 黄色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:5, 黄绿色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:6, 粉色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:7, 平滑边框深色稳定石块
Calculator:stablestonerimmedblackBlock:8, 白色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:9, 青色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:10, 紫色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:11, 蓝色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:12, 棕色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:13, 绿色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:14, 红色边框深色稳定石块
Calculator:stablestonerimmedblackBlock:15, 黑色边框深色稳定石块
Calculator:StableGlass, 稳定玻璃
Calculator:ClearStableGlass, 清澈稳定玻璃
Calculator:FlawlessGlass, 无瑕玻璃
Calculator:purifiedobsidianBlock, 纯净黑曜石
Calculator:PCubeIdle, 充能立方
Calculator:AdvancedPCubeIdle, 高级充能立方
Calculator:atomiccalculatorBlock, 原子计算器
Calculator:dynamiccalculatorBlock, 动态计算器
Calculator:ReinforcedFurnace, 强化熔炉
Calculator:StoneSeperatorIdle, 基础分离器
Calculator:AlgorithmSeperatorIdle, 运算分离器
Calculator:HungerProcessor, 饥饿处理器
Calculator:HealthProcessor, 生命处理器
Calculator:DockingStation, 扩展坞
Calculator:AtomicMultiplier, 原子增幅仪
Calculator:ExtractionChamber, 提取室
Calculator:RestorationChamber, 修复室
Calculator:ReassemblyChamber, 重组室
Calculator:PrecisionChamber, 精准提取室
Calculator:ProcessingChamber, 运算室
Calculator:AnalysingChamber, 分析室
Calculator:StorageChamber, 储存室
Calculator:ResearchChamber, 研究室
Calculator:BasicGreenhouse, 基础温室
Calculator:AdvancedGreenhouse, 高级温室
Calculator:FlawlessGreenhouse, 完美温室
Calculator:CO2Generator, CO2生成器
Calculator:FluxPlug, RF输出点
Calculator:FluxPoint, RF接入点
Calculator:FluxController, RF控制器
Calculator:CalculatorTeleporter, 传送器
Calculator:CalculatorLocator, 运算器核心
Calculator:CalculatorPlug, 运算元件
Calculator:ConductorMast, 特斯拉电磁塔
Calculator:ConductorMastBlock, 特斯拉电磁塔
Calculator:WeatherStation, 气象雷达
Calculator:WeatherStationBlock, 气象雷达
Calculator:Transmitter, 发送器
Calculator:TransmitterBlock, 发送器
Calculator:starchextractor, 有机能量提取机
Calculator:redstoneextractor, 红石能量提取机
Calculator:glowstoneextractor, 萤石能量提取机
Calculator:CrankedGenerator, 手摇发电机
Calculator:Crank, 曲柄
Calculator:MagneticFlux, 磁流接点
Calculator:WeatherController, 气象调控中心
Calculator:RainSensor, 雨水传感器
Calculator:StoneAssimilator, 基础采集器
Calculator:AlgorithmAssimilator, 运算采集器
Calculator:LanternOn, 燃气灯
Calculator:LanternBasic, 灯笼
Calculator:LanternOff, 燃气灯
Calculator:Scarecrow, 稻草人
Calculator:ScarecrowBlock, 稻草人
Calculator:AmethystLog, 紫晶木
Calculator:AmethystPlanks, 紫晶木板
Calculator:AmethystStairs, 紫晶台阶
Calculator:AmethystFence, 紫晶木栅栏
Calculator:AmethystLeaf, 紫晶树叶
Calculator:AmethystSapling, 紫晶树苗
Calculator:TanzaniteLog, 坦桑木
Calculator:TanzanitePlanks, 坦桑木板
Calculator:TanzaniteStairs, 坦桑台阶
Calculator:TanzaniteFence, 坦桑木栅栏
Calculator:TanzaniteLeaf, 坦桑树叶
Calculator:TanzaniteSapling, 坦桑树苗
Calculator:PearLog, 梨木
Calculator:PearPlanks, 梨树木板
Calculator:PearStairs, 梨木台阶
Calculator:PearFence, 梨木栅栏
Calculator:PearLeaf, 梨树叶
Calculator:PearSapling, 梨树树苗
Calculator:DiamondLog, 钻石木
Calculator:DiamondPlanks, 钻石木板
Calculator:DiamondStairs, 钻石木台阶
Calculator:DiamondFence, 钻石木栅栏
Calculator:DiamondLeaf, 钻石树叶
Calculator:DiamondSapling, 钻石树苗
Calculator:AmethystBlock, 紫水晶块
Calculator:TanzaniteBlock, 蓝水晶块
Calculator:EnrichedBlock, 富集金块
Calculator:ReinforcedBlock, 强化铁块
Calculator:WeakenedBlock, 弱化钻石块
Calculator:FlawlessBlock, 无暇钻石块
Calculator:FlawlessFireBlock, 火钻块
Calculator:ElectricBlock, 充能钻石块
Calculator:EndBlock, 末地钻石块
Calculator:calculatorScreen, tile.calculatorScreen.name
Calculator:BroccoliPlant, 西兰花植株
Calculator:PrunaePlant, 精华煤植株
Calculator:FiddledewPlant, 琴露植株
CarpentersBlocks:blockCarpentersBlock, 木匠方块
CarpentersBlocks:blockCarpentersBarrier, 木匠栅栏
CarpentersBlocks:blockCarpentersBed, 木匠床
CarpentersBlocks:blockCarpentersButton, 木匠按钮
CarpentersBlocks:blockCarpentersCollapsibleBlock, 木匠折叠方块
CarpentersBlocks:blockCarpentersDaylightSensor, 木匠阳光传感器
CarpentersBlocks:blockCarpentersDoor, 木匠门
CarpentersBlocks:blockCarpentersFlowerPot, 木匠花盆
CarpentersBlocks:blockCarpentersGarageDoor, 木匠卷闸门
CarpentersBlocks:blockCarpentersGate, 木匠栅栏门
CarpentersBlocks:blockCarpentersHatch, 木匠活板门
CarpentersBlocks:blockCarpentersLadder, 木匠梯子
CarpentersBlocks:blockCarpentersLever, 木匠拉杆
CarpentersBlocks:blockCarpentersPressurePlate, 木匠压力盘
CarpentersBlocks:blockCarpentersSafe, 木匠保险箱
CarpentersBlocks:blockCarpentersSlope:0, 木匠楔形斜坡
CarpentersBlocks:blockCarpentersSlope:1, 木匠内倾斜坡
CarpentersBlocks:blockCarpentersSlope:2, 木匠外倾斜坡
CarpentersBlocks:blockCarpentersSlope:3, 木匠棱形斜坡
CarpentersBlocks:blockCarpentersSlope:4, 木匠三角坡
CarpentersBlocks:blockCarpentersStairs, 木匠楼梯
CarpentersBlocks:blockCarpentersTorch, 木匠火把
Mekanism:BasicBlock:0, 锇方块
Mekanism:BasicBlock:1, 青铜方块
Mekanism:BasicBlock:2, 强化黑曜石
Mekanism:BasicBlock:3, 煤炭方块
Mekanism:BasicBlock:4, 强化荧石
Mekanism:BasicBlock:5, 钢方块
Mekanism:BasicBlock:6, Basic Bin
Mekanism:BasicBlock:6, 高级箱柜
Mekanism:BasicBlock:6, 精英箱柜
Mekanism:BasicBlock:6, 终极箱柜
Mekanism:BasicBlock:7, 传送框架
Mekanism:BasicBlock:8, 钢质机壳
Mekanism:BasicBlock:9, 动态储罐
Mekanism:BasicBlock:10, 结构玻璃
Mekanism:BasicBlock:11, 动态阀门
Mekanism:BasicBlock:12, 铜块
Mekanism:BasicBlock:13, 锡块
Mekanism:BasicBlock:14, 热力蒸馏控制器
Mekanism:BasicBlock:15, =热力蒸馏阀门
Mekanism:BasicBlock2:0, 热力蒸馏方块
Mekanism:BasicBlock2:1, 输导套管
Mekanism:BasicBlock2:2, 输导端口
Mekanism:BasicBlock2:3, 基础输导元件
Mekanism:BasicBlock2:3, 高级输导元件
Mekanism:BasicBlock2:3, 精英输导元件
Mekanism:BasicBlock2:3, 终极输导元件
Mekanism:BasicBlock2:4, 基础输导供应器
Mekanism:BasicBlock2:4, 高级输导供应器
Mekanism:BasicBlock2:4, 精英输导供应器
Mekanism:BasicBlock2:4, 终极输导供应器
Mekanism:BasicBlock2:5, 热导元件
Mekanism:BasicBlock2:6, 分压元件
Mekanism:BasicBlock2:7, 锅炉外壳
Mekanism:BasicBlock2:8, 锅炉阀门
Mekanism:BasicBlock2:9, 机密桌
Mekanism:OreBlock:0, 锇矿石
Mekanism:OreBlock:1, 铜矿石
Mekanism:OreBlock:2, 锡矿石
Mekanism:EnergyCube, tile.EnergyCube.name
Mekanism:ObsidianTNT, 黑曜石TNT
Mekanism:BoundingBlock, 绑定方块
Mekanism:GasTank:0, 基础燃气储罐
Mekanism:GasTank:0, 高级燃气储罐
Mekanism:GasTank:0, 精英燃气储罐
Mekanism:GasTank:0, 终极燃气储罐
Mekanism:CardboardBox, 纸箱
Mekanism:PlasticBlock:0, §8黑色 塑料方块
Mekanism:PlasticBlock:1, §c红色 塑料方块
Mekanism:PlasticBlock:2, §2绿色 塑料方块
Mekanism:PlasticBlock:3, §6棕色 塑料方块
Mekanism:PlasticBlock:4, §1蓝色 塑料方块
Mekanism:PlasticBlock:5, §5紫色 塑料方块
Mekanism:PlasticBlock:6, §3青色 塑料方块
Mekanism:PlasticBlock:7, §7淡灰色 塑料方块
Mekanism:PlasticBlock:8, §8灰色 塑料方块
Mekanism:PlasticBlock:9, §d粉色 塑料方块
Mekanism:PlasticBlock:10, §a亮绿色 塑料方块
Mekanism:PlasticBlock:11, §e黄色 塑料方块
Mekanism:PlasticBlock:12, §9淡蓝色 塑料方块
Mekanism:PlasticBlock:13, §d品红色 塑料方块
Mekanism:PlasticBlock:14, §6橙色 塑料方块
Mekanism:PlasticBlock:15, §f白色 塑料方块
Mekanism:SlickPlasticBlock:0, §8黑色 光滑塑料方块
Mekanism:SlickPlasticBlock:1, §c红色 光滑塑料方块
Mekanism:SlickPlasticBlock:2, §2绿色 光滑塑料方块
Mekanism:SlickPlasticBlock:3, §6棕色 光滑塑料方块
Mekanism:SlickPlasticBlock:4, §1蓝色 光滑塑料方块
Mekanism:SlickPlasticBlock:5, §5紫色 光滑塑料方块
Mekanism:SlickPlasticBlock:6, §3青色 光滑塑料方块
Mekanism:SlickPlasticBlock:7, §7淡灰色 光滑塑料方块
Mekanism:SlickPlasticBlock:8, §8灰色 光滑塑料方块
Mekanism:SlickPlasticBlock:9, §d粉色 光滑塑料方块
Mekanism:SlickPlasticBlock:10, §a亮绿色 光滑塑料方块
Mekanism:SlickPlasticBlock:11, §e黄色 光滑塑料方块
Mekanism:SlickPlasticBlock:12, §9淡蓝色 光滑塑料方块
Mekanism:SlickPlasticBlock:13, §d品红色 光滑塑料方块
Mekanism:SlickPlasticBlock:14, §6橙色 光滑塑料方块
Mekanism:SlickPlasticBlock:15, §f白色 光滑塑料方块
Mekanism:GlowPlasticBlock:0, §8黑色 塑料荧光方块
Mekanism:GlowPlasticBlock:1, §c红色 塑料荧光方块
Mekanism:GlowPlasticBlock:2, §2绿色 塑料荧光方块
Mekanism:GlowPlasticBlock:3, §6棕色 塑料荧光方块
Mekanism:GlowPlasticBlock:4, §1蓝色 塑料荧光方块
Mekanism:GlowPlasticBlock:5, §5紫色 塑料荧光方块
Mekanism:GlowPlasticBlock:6, §3青色 塑料荧光方块
Mekanism:GlowPlasticBlock:7, §7淡灰色 塑料荧光方块
Mekanism:GlowPlasticBlock:8, §8灰色 塑料荧光方块
Mekanism:GlowPlasticBlock:9, §d粉色 塑料荧光方块
Mekanism:GlowPlasticBlock:10, §a亮绿色 塑料荧光方块
Mekanism:GlowPlasticBlock:11, §e黄色 塑料荧光方块
Mekanism:GlowPlasticBlock:12, §9淡蓝色 塑料荧光方块
Mekanism:GlowPlasticBlock:13, §d品红色 塑料荧光方块
Mekanism:GlowPlasticBlock:14, §6橙色 塑料荧光方块
Mekanism:GlowPlasticBlock:15, §f白色 塑料荧光方块
